id,value
id_0,25.18975578070641
id_1,63.75923810278975
id_2,23.332636010168883
id_3,27.73384667008741
id_4,10.23243974046594
id_5,31.052654785379534
id_6,40.06167272765256
id_7,16.273757384154706
id_8,48.76112429129091
id_9,34.5714814843229
id_10,38.57859605887219
id_11,59.840885291192656
id_12,30.50970801233685
id_13,36.54966154228254
id_14,26.010160506471966
id_15,12.45436086971717
id_16,49.48055742215893
id_17,23.81009437980926
id_18,15.955180243366355
id_19,17.001431103115763
id_20,16.071232113493434
id_21,27.484768197626266
id_22,38.386846299760435
id_23,14.133254677381984
id_24,63.347188870689486
id_25,45.969304906542305
id_26,24.551807298247272
id_27,9.156623396268188
id_28,31.71850604777992
id_29,35.84155011201285
id_30,13.729827681801142
id_31,11.28729714842255
id_32,16.48531796575507
id_33,6.5547562620828685
id_34,17.756882188577723
id_35,39.183205624272716
id_36,19.690224860500884
id_37,26.994222422442597
id_38,10.222414576200965
id_39,65.33938496427017
id_40,46.68614213785
id_41,21.45916506584888
id_42,53.30744387290545
id_43,19.60658104951944
id_44,44.78326194589248
id_45,49.686718658931454
id_46,58.787754086849375
id_47,41.843153034648125
id_48,54.145968825177576
id_49,39.76070545848848
id_50,28.90520685327612
id_51,21.296450077260968
id_52,39.591543677139285
id_53,24.17319783434231
id_54,37.57901303962561
id_55,42.198130937041434
id_56,24.188736731746808
id_57,21.622368308165058
id_58,35.06488896676603
id_59,32.58261636834325
id_60,10.502648805400348
id_61,24.24496373301081
id_62,31.081795850854647
id_63,56.52831232216049
id_64,49.616112506106404
id_65,26.67362639282339
id_66,38.738013422609754
id_67,51.87522973897936
id_68,26.344359854226965
id_69,33.92951968720001
id_70,64.88438408619987
id_71,53.51331707558232
id_72,43.280228373181004
id_73,12.952674421627165
id_74,10.400945399621829
id_75,36.28108350534398
id_76,64.0684441507067
id_77,2.9036425496234024
id_78,40.92462428272042
id_79,38.59908665199205
id_80,10.25287113348274
id_81,19.329775011299905
id_82,7.563828126266529
id_83,31.911356050076435
id_84,7.530463636767315
id_85,9.620513637388038
id_86,16.812891733078413
id_87,11.02859075981317
id_88,17.67023685555438
id_89,23.96971675382086
id_90,33.81063218472342
id_91,11.05751462939424
id_92,12.89646287722252
id_93,10.886848382095703
id_94,35.636420598690066
id_95,17.491641889762462
id_96,13.465722046434074
id_97,5.822557438562629
id_98,11.929164809994273
id_99,9.227158037987783
id_100,9.494931650350326
id_101,20.152807098393453
id_102,9.636396357285134
id_103,10.131875586189555
id_104,14.52531864984935
id_105,36.23041118502876
id_106,23.914221464988472
id_107,9.005999076934947
id_108,15.410153691024329
id_109,16.75855314589367
id_110,12.581028973273366
id_111,11.280908651172394
id_112,16.287125823499913
id_113,22.992514380851038
id_114,20.947342953500616
id_115,17.927151665281706
id_116,9.610589803089645
id_117,43.56054987794534
id_118,24.543146749862306
id_119,3.275993942128027
id_120,2.3799848604026383
id_121,9.53675826734165
id_122,11.439643821539631
id_123,11.585653984057393
id_124,6.065231119817919
id_125,24.582469606028205
id_126,20.880542192424294
id_127,9.313543581112256
id_128,17.79743431084861
id_129,15.969527493263088
id_130,3.1313833660768493
id_131,33.10523887190322
id_132,14.062928067663542
id_133,19.24759495948721
id_134,24.671234035262493
id_135,22.130992590302313
id_136,9.31350555885318
id_137,22.245914268103625
id_138,84.92650421448896
id_139,60.30205653256783
id_140,30.387657242359605
id_141,16.543528629110643
id_142,23.76108928974962
id_143,7.631001076391813
id_144,11.701740002380912
id_145,10.911175721526867
id_146,16.90410914224218
id_147,8.546261940738413
id_148,13.267106591917006
id_149,14.981744325775972
id_150,47.3780642260764
id_151,17.188949328472752
id_152,22.15413989429644
id_153,13.626481449509038
id_154,18.902836689267758
id_155,26.985650797546672
id_156,17.815691752733162
id_157,34.96846385308717
id_158,5.770683271009293
id_159,16.93031786443165
id_160,44.09662780111104
id_161,18.36429406291423
id_162,61.34422454479152
id_163,17.774452783024465
id_164,34.96639205927667
id_165,23.5358589267482
id_166,22.590156198452746
id_167,1.2654711768390228
id_168,69.60721003740628
id_169,17.01999422537491
id_170,15.638300364930384
id_171,76.4087306269776
id_172,19.083008390627633
id_173,5.141713858168356
id_174,25.296783997638933
id_175,2.554233574008588
id_176,8.610360547629359
id_177,19.62741376942106
id_178,19.071858109485937
id_179,19.56777886012712
id_180,44.532054375056475
id_181,29.837976605900963
id_182,27.470441909367157
id_183,12.695381646709745
id_184,4.907845918934621
id_185,40.98137233164582
id_186,35.71078389036295
id_187,34.036700403761536
id_188,14.115597700654364
id_189,22.21874176713051
id_190,13.877283001049966
id_191,15.881716273150131
id_192,32.14935224930821
id_193,76.51141540728725
id_194,29.51651716966864
id_195,13.745262861811243
id_196,62.02892747771722
id_197,18.335712639149733
id_198,18.98724497898853
id_199,22.26384737649244
id_200,174.74561818370537
id_201,25.04735603599025
id_202,60.24099895135104
id_203,8.208421591679032
id_204,60.28051164992456
id_205,34.61955309275331
id_206,11.809186615689223
id_207,15.751870388135897
id_208,67.36427961690244
id_209,16.677616996131835
id_210,32.35337211236614
id_211,70.20484496265988
id_212,21.603597848775152
id_213,84.53668988835372
id_214,39.72372925256888
id_215,72.95975191398392
id_216,113.53988848842194
id_217,76.32106403135768
id_218,29.18306835340006
id_219,19.49286743114638
id_220,30.81888966263314
id_221,52.790056406809256
id_222,25.995225072510998
id_223,39.6024528419013
id_224,43.51063608748177
id_225,7.17343667459408
id_226,5.600576554664542
id_227,80.68255211343609
id_228,28.478055134115145
id_229,2.6274957521146924
id_230,39.58103946983681
id_231,13.338705112058163
id_232,19.808107105671635
id_233,6.0586109744794605
id_234,15.220242076885901
id_235,21.312710923085042
