id,value
id_0,25.568914152440954
id_1,63.836602984049165
id_2,22.4967271542006
id_3,27.239708540804596
id_4,10.022551817728894
id_5,33.62246262226536
id_6,40.47976189749772
id_7,16.158306427108176
id_8,50.2046340389343
id_9,35.28181306205008
id_10,38.51423677315549
id_11,58.897045878121205
id_12,31.777137745453764
id_13,38.97358958773446
id_14,25.412834288859063
id_15,12.346966993338516
id_16,50.9300701502097
id_17,23.613522657404836
id_18,17.38684493669256
id_19,18.582811591063926
id_20,15.969905064861473
id_21,28.175640922306805
id_22,38.928110401794
id_23,13.29932298023082
id_24,62.79700156065948
id_25,45.428063922040714
id_26,24.928837012106598
id_27,8.256451343236968
id_28,32.17988568967119
id_29,36.42985590925088
id_30,16.29466697977485
id_31,11.725754324093959
id_32,16.321640382318602
id_33,5.8824609393678156
id_34,17.31062618199731
id_35,40.43547611523897
id_36,19.331749995126774
id_37,27.05917584726358
id_38,10.192425437901345
id_39,64.20273807214849
id_40,47.137182504868115
id_41,19.26200423545171
id_42,53.395044048333304
id_43,18.79367039966839
id_44,44.715816033462346
id_45,50.82158247117147
id_46,58.93018713826607
id_47,42.01064760873535
id_48,53.41982465323826
id_49,40.97857037260168
id_50,28.95214091049585
id_51,22.056490032399342
id_52,39.42294111451545
id_53,24.59007416520923
id_54,37.92552741923641
id_55,42.42530041080898
id_56,24.423289506999886
id_57,21.994230572032187
id_58,35.42935058504736
id_59,32.50375332082015
id_60,12.482590254470258
id_61,24.02933152662504
id_62,31.27165368120781
id_63,56.739962463860145
id_64,49.45304975097548
id_65,26.848221324449312
id_66,39.02422055763398
id_67,52.156513412028886
id_68,26.755500805203468
id_69,34.16208879087131
id_70,63.62698860498624
id_71,54.53948644868977
id_72,44.196668270049216
id_73,12.599764982049752
id_74,10.691400960823398
id_75,36.30525582618325
id_76,63.56117394933373
id_77,1.749574755668292
id_78,42.22774265187714
id_79,38.8326174083745
id_80,9.416176808370812
id_81,20.334672986446048
id_82,7.3154912084909895
id_83,31.57030091703713
id_84,8.713151780100759
id_85,8.18142523013422
id_86,16.79527105885552
id_87,10.732814254396143
id_88,15.82258142260386
id_89,25.845082565028044
id_90,34.6376904602643
id_91,11.693240781235897
id_92,11.990970789421755
id_93,9.476179939012756
id_94,36.655104217614245
id_95,16.539991240271817
id_96,14.913998507643923
id_97,6.8939355738882195
id_98,11.850070379540384
id_99,6.785697418921204
id_100,10.578035762549536
id_101,19.91130341753312
id_102,10.534186610990403
id_103,9.339775187914428
id_104,13.55960527275388
id_105,37.21657314104168
id_106,24.77051688619928
id_107,7.888009251300538
id_108,14.911612520966916
id_109,16.003188724125746
id_110,13.006483103266477
id_111,13.60057046564177
id_112,15.321841644765064
id_113,24.72244633298005
id_114,20.836107708301633
id_115,17.54861167809782
id_116,8.401870756649917
id_117,45.38281968445062
id_118,26.845973330279193
id_119,1.049370381063941
id_120,2.1338666189291833
id_121,10.300758458072064
id_122,12.992872768865606
id_123,13.355722756806568
id_124,5.918134019845158
id_125,25.874926326082992
id_126,20.90128523323544
id_127,9.45536699100478
